Planet Name,Host Name,Number of Stars,Number of Planets,Number of Moons,Discovery Method,Discovery Year,Discovery Telescope,Discovery Instrument,Controversial Flag,Orbital Period [days],Orbit Semi-Major Axis [au],Planet Radius [Earth Radius],Planet Radius [Jupiter Radius],Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) [Jupiter Mass],Planet Density [g/cm**3],Eccentricity,Insolation Flux [Earth Flux],Equilibrium Temperature [K],Data show Transit Timing Variations,Impact Parameter,Transit Duration [hours],Ratio of Planet to Stellar Radius,Stellar Effective Temperature [K],Stellar Radius [Solar Radius],Stellar Mass [Solar mass],Stellar Luminosity [log(Solar)],Stellar Surface Gravity [log10(cm/s**2)],Stellar Age [Gyr],Stellar Density [g/cm**3],RA [sexagesimal],RA [deg],Dec [sexagesimal],Dec [deg],Distance [pc]
Kepler-767 b,Kepler-767,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,161.5280101,0.5874,6.64,0.592,35.7,0.112,0.67,0.0,9.37,366.0,0,0.0287,3.6935,0.06497,5694.0,0.94,0.96,0.476,4.48,4.07,32.90527,19h26m19.00s,291.5791562,+38d02m08.90s,38.0358066,2251.03
Kepler-768 b,Kepler-768,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,11.3910025,0.092,1.79,0.16,3.86,0.0121,3.7,0.0,40.59,618.0,0,0.0917,2.297,0.02095,5108.0,0.78,0.82,-0.466,4.58,4.57,8.33869,19h36m27.76s,294.1156858,+38d23m36.38s,38.3934378,784.56
Kepler-769 b,Kepler-769,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,7.42608998,0.0778,2.92,0.261,8.85,0.0279,1.95,0.0,241.13,1037.0,0,0.64,3.7017,0.02132,6186.0,1.28,1.19,0.179,4.3,2.88,1.36184,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,1169.57
Kepler-769 c,Kepler-769,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,15.9870174,0.1297,1.79,0.16,3.86,0.0121,3.7,0.0,86.76,803.0,0,0.63,4.279,0.01345,6186.0,1.28,1.19,0.179,4.3,2.88,1.50391,19h30m51.14s,292.7130925,+38d21m29.41s,38.3581685,1169.57
Kepler-77 b,Kepler-77,1,1,0,Transit,2013,0.95 m Kepler Telescope,Kepler CCD Array,0,3.57878087,0.04501,10.761,0.96,136.661,0.43,0.603,0.0,432.87,1440.0,0,0.341,2.93376,0.09924,5520.0,0.99,0.95,-0.046,4.42,7.5,1.365,19h18m25.91s,289.6079433,+44d20m43.56s,44.3454347,639.411
Kepler-770 b,Kepler-770,1,3,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,18.92540274,0.1694,2.3,0.205,5.9,0.0186,2.66,0.0,27.74,1171.0,0,0.826,3.7409,0.02348,5598.0,0.92,0.94,0.054,4.49,4.57,3.25028,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 c,Kepler-770,1,3,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,1.47532231,0.0309,1.2,0.107,1.87,0.00588,5.95,0.0,833.59,2740.0,0,0.58,2.326,0.01156,5598.0,0.92,0.94,0.054,4.49,4.57,0.97772,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-770 d,Kepler-770,1,3,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,4.15244722,0.0616,1.4,0.125,2.54,0.008,5.09,0.0,209.75,1941.0,0,0.71,2.5916,0.01392,5598.0,0.92,0.94,0.054,4.49,4.57,2.07455,19h05m57.71s,286.4904589,+38d22m29.54s,38.374872,930.457
Kepler-771 b,Kepler-771,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,8.73485836,0.0843,1.82,0.162,3.97,0.0125,3.62,0.0,339.3,890.0,0,0.293,4.444,0.01595,5906.0,1.05,1.03,0.355,4.42,3.72,0.77515,19h09m46.59s,287.4441104,+38d05m18.31s,38.0884183,1393.85
Kepler-772 b,Kepler-772,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,12.99207337,0.1071,1.82,0.162,3.97,0.0125,3.62,0.0,264.58,866.0,0,0.74,5.9838,0.01483,5714.0,1.11,0.98,0.475,4.33,8.13,0.5355,19h25m41.66s,291.423582,+38d12m59.62s,38.2165603,1130.21
Kepler-773 b,Kepler-773,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,3.74910006,0.047,1.43,0.128,2.63,0.00829,4.94,0.0,490.71,1160.0,0,0.1203,1.8438,0.0125,5850.0,1.01,1.04,0.095,4.45,2.82,0.91462,19h23m32.31s,290.8846217,+38d03m27.19s,38.0575539,547.026
Kepler-774 b,Kepler-774,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,11.0895723,0.1114,3.17,0.283,10.2,0.032,1.76,0.0,451.18,1422.0,0,0.768,6.3412,0.01153,6403.0,2.42,1.57,0.753,3.87,2.14,0.38065,19h24m07.65s,291.0318604,+38d12m42.82s,38.211894,917.804
Kepler-775 b,Kepler-775,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,0.97486893,0.0187,1.19,0.106,1.81,0.0057,5.9,0.0,1496.75,1612.0,0,0.82,1.5975,0.01308,5468.0,0.84,0.92,-0.267,4.56,1.86,1.97281,19h25m43.99s,291.4332781,+41d42m11.94s,41.7033162,398.676
Kepler-776 b,Kepler-776,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,4.89718784,0.0523,1.28,0.114,2.18,0.00687,5.71,0.0,135.08,904.0,0,0.1207,1.799,0.0149,5071.0,0.78,0.83,-0.437,4.58,4.37,7.27284,19h09m05.43s,287.2726117,+41d38m08.16s,41.6356009,727.904
Kepler-777 b,Kepler-777,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,5.72812599,0.0519,1.47,0.131,2.76,0.00869,4.77,0.0,33.95,569.0,0,0.0557,1.9804,0.02421,4043.0,0.56,0.58,-0.968,4.71,3.16,5.77301,18h50m53.79s,282.7241098,+44d20m47.44s,44.3465098,443.106
Kepler-778 b,Kepler-778,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,3.75574426,0.0453,1.68,0.15,3.46,0.0109,4.01,0.0,216.57,977.0,0,0.127,2.2971,0.01998,5102.0,0.77,0.81,-0.413,4.58,5.25,2.7269,19h09m54.60s,287.4774867,+44d14m14.89s,44.2374702,938.168
Kepler-779 b,Kepler-779,2,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,7.09714223,0.0533,0.92,0.082,0.721,0.00227,5.09,0.0,15.03,425.0,0,0.05,2.244,0.0189,3804.0,0.44,0.46,-1.234,4.81,3.89,4.62877,19h02m30.84s,285.6285208,+44d18m38.83s,44.3107855,283.155
Kepler-780 b,Kepler-780,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,0.67737516,0.015,0.89,0.079,0.64,0.00201,4.99,0.0,4572.56,2099.0,0,0.864,1.8243,0.00809,5769.0,1.02,1.01,0.017,4.42,4.9,1.01394,18h47m03.92s,281.7663511,+44d17m32.96s,44.2924898,557.652
Kepler-781 b,Kepler-781,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,13.2140732,0.1019,2.89,0.258,8.7,0.0274,1.98,0.0,44.4,629.0,0,0.85,3.4241,0.03435,5162.0,0.78,0.81,-0.384,4.58,4.9,1.84941,19h10m36.86s,287.6535874,+47d24m53.19s,47.4147762,1064.47
Kepler-782 b,Kepler-782,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,158.6853308,0.5444,3.21,0.286,10.4,0.0327,1.73,0.0,3.99,350.0,0,0.8756,11.677,0.0288,5867.0,1.01,0.98,0.11,4.42,5.25,0.94331,19h15m28.38s,288.868246,+47d45m34.09s,47.75947,446.844
Kepler-783 b,Kepler-783,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,4.29264638,0.0491,0.78,0.07,0.399,0.00126,4.62,0.0,229.1,991.0,0,0.64,2.622,0.00764,5521.0,0.89,0.93,-0.231,4.51,3.89,0.90656,19h24m15.09s,291.0628615,+47d29m05.24s,47.484789,516.09
Kepler-783 c,Kepler-783,1,2,0,Transit,2020,0.95 m Kepler Telescope,Kepler CCD Array,0,7.05395,0.0684,2.332,0.208,6.04,0.019,2.62,0.0,117.33,840.0,0,0.92,1.7244,0.02097,5411.49,0.87,0.94,-0.231,4.53,9.7,1.99808,19h24m15.09s,291.0628615,+47d29m05.24s,47.484789,516.09
Kepler-784 b,Kepler-784,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,31.5922646,0.1967,1.58,0.141,3.12,0.00982,4.35,0.0,194.39,688.0,0,0.283,13.84,0.01147,5674.0,1.32,1.0,0.857,4.19,9.12,0.05821,19h43m40.96s,295.9206663,+47d26m55.02s,47.4486164,1303.72
Kepler-784 c,Kepler-784,1,2,0,Transit,2023,0.95 m Kepler Telescope,Kepler CCD Array,0,17.157236,0.1309,1.55,0.158,3.02,0.00951,4.46,0.0,119.87,844.0,0,0.238,11.284,0.00956,5676.0,1.49,1.02,0.857,4.1,8.8,0.09554,19h43m40.96s,295.9206663,+47d26m55.02s,47.4486164,1303.72
Kepler-786 b,Kepler-786,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,53.5293487,0.2548,2.43,0.217,6.48,0.0204,2.48,0.0,3.66,348.0,0,0.0963,5.577,0.03025,4838.0,0.74,0.81,-0.583,4.61,2.51,2.25989,19h34m58.54s,293.7439223,+38d56m21.20s,38.9392217,485.318
Kepler-787 b,Kepler-787,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,0.9283105,0.0159,1.28,0.114,2.18,0.00687,5.71,0.0,493.55,1115.0,0,0.181,1.3,0.01864,4248.0,0.62,0.65,-0.895,4.67,3.39,3.24108,19h26m46.19s,291.6924773,+38d34m22.48s,38.5729105,503.568
Kepler-788 b,Kepler-788,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,8.39846269,0.0835,2.55,0.227,7.04,0.0221,2.33,0.0,357.19,984.0,0,0.804,6.488,0.0192,6159.0,1.23,1.16,0.336,4.32,3.02,0.10251,19h20m00.10s,290.0004154,+38d32m23.48s,38.5398551,1775.8
Kepler-789 b,Kepler-789,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,8.63847725,0.0951,2.12,0.189,5.14,0.0162,2.96,0.0,312.34,1419.0,0,0.86,5.4301,0.01946,5870.0,1.02,1.01,0.496,4.42,3.72,0.46008,19h43m54.04s,295.9751549,+38d56m47.90s,38.9466396,1480.16
Kepler-79 b,Kepler-79,1,4,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,0,13.4845,0.117,3.47,0.31,10.9,0.0343,1.43,0.015,205.4,929.0,1,0.41,5.0575,0.02442,6174.0,1.3,1.17,0.342,4.27,3.44,0.741,20h02m04.11s,300.5171067,+44d22m53.58s,44.3815508,1020.72
Kepler-79 c,Kepler-79,1,4,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,0,27.4029,0.187,3.72,0.332,5.9,0.019,0.62,0.03,79.77,734.0,1,0.278,6.8491,0.02618,6174.0,1.3,1.17,0.342,4.27,3.44,0.741,20h02m04.11s,300.5171067,+44d22m53.58s,44.3815508,1020.72
Kepler-79 d,Kepler-79,1,4,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,52.0902,0.287,7.16,0.639,6.0,0.019,0.09,0.025,33.87,592.0,1,0.056,8.6329,0.05038,6174.0,1.3,1.17,0.342,4.27,3.44,0.741,20h02m04.11s,300.5171067,+44d22m53.58s,44.3815508,1020.72
Kepler-79 e,Kepler-79,1,4,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,81.0659,0.386,3.49,0.311,4.1,0.013,0.53,0.012,18.78,511.0,1,0.963,3.001,0.02458,6174.0,1.3,1.17,0.342,4.27,3.44,0.741,20h02m04.11s,300.5171067,+44d22m53.58s,44.3815508,1020.72
Kepler-790 b,Kepler-790,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,13.73469807,0.101,2.18,0.194,5.39,0.017,2.86,0.0,38.27,634.0,0,0.0596,2.3574,0.02542,5208.0,0.8,0.84,-0.424,4.56,4.9,9.48847,19h07m40.12s,286.9171489,+38d52m19.96s,38.8722123,703.168
Kepler-791 b,Kepler-791,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,14.5539759,0.1256,3.05,0.272,9.53,0.03,1.85,0.0,140.06,939.0,0,0.863,6.254,0.01931,6383.0,1.47,1.3,0.403,4.21,2.24,0.01771,19h34m22.99s,293.5958044,+39d01m45.94s,39.0294267,1266.34
Kepler-792 b,Kepler-792,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,11.30119217,0.0988,1.96,0.175,4.5,0.0142,3.28,0.0,176.03,852.0,0,0.1604,3.98,0.01611,5971.0,1.12,1.09,0.274,4.38,3.39,1.52852,19h28m01.64s,292.0068239,+38d49m14.52s,38.8207001,1425.47
Kepler-793 b,Kepler-793,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,4.24153639,0.0491,1.37,0.122,2.45,0.00771,5.24,0.0,617.41,1177.0,0,0.257,3.115,0.01323,5745.0,0.97,0.98,0.11,4.46,4.27,0.95862,19h40m52.02s,295.2167334,+38d46m27.94s,38.7744269,985.699
Kepler-794 b,Kepler-794,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,11.13125132,0.1036,2.11,0.188,5.1,0.016,2.98,0.0,299.97,952.0,0,0.67,4.1751,0.01353,5839.0,1.38,1.19,0.506,4.23,4.07,1.28479,19h12m32.08s,288.1336793,+38d59m48.81s,38.9968923,931.192
Kepler-795 b,Kepler-795,2,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,29.6193421,0.1817,1.68,0.15,3.46,0.0109,4.01,0.0,26.79,580.0,1,0.902,4.9768,0.01632,5631.0,0.96,0.94,-0.022,4.45,6.46,1.24741,19h24m04.56s,291.0189951,+38d32m44.06s,38.5455728,492.122
Kepler-796 b,Kepler-796,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,6.40087618,0.0662,1.3,0.116,2.24,0.00705,5.6,0.0,962.26,1109.0,0,0.0158,2.5038,0.01063,5475.0,1.09,0.93,0.572,4.33,11.75,3.55345,19h09m13.90s,287.3078999,+39d08m40.95s,39.1447097,817.584
Kepler-797 b,Kepler-797,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,27.07237711,0.181,2.17,0.194,5.35,0.0168,2.88,0.0,90.1,605.0,1,0.015,6.943,0.02122,5680.0,0.95,0.96,0.47,4.47,3.89,0.72049,19h48m50.14s,297.2089078,+41d46m53.92s,41.781645,1315.26
Kepler-798 b,Kepler-798,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,13.71933369,0.1174,2.39,0.213,6.3,0.0198,2.54,0.0,141.89,864.0,0,0.694,5.5426,0.01661,6224.0,1.29,1.19,0.222,4.29,2.82,0.70442,19h29m54.79s,292.4782785,+42d08m32.22s,42.1422821,972.274
Kepler-799 b,Kepler-799,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,133.4605235,0.5167,6.88,0.614,37.9,0.119,0.64,0.0,6.36,433.0,0,0.629,11.611,0.06825,5681.0,0.93,0.95,0.349,4.49,3.98,0.82029,19h08m41.98s,287.1748966,+44d52m42.51s,44.8784754,1509.084
Kepler-799 c,Kepler-799,1,2,0,Transit,2021,0.95 m Kepler Telescope,Kepler CCD Array,0,15.19419956,0.1214,2.781,0.248,8.15,0.0256,2.08,0.0,150.25,893.0,0,0.895,3.106,0.01742,5588.0,1.59,1.03,0.349,4.05,0.5,0.45024,19h08m41.98s,287.1748966,+44d52m42.51s,44.8784754,1509.084
Kepler-8 b,Kepler-8,1,1,0,Transit,2010,0.95 m Kepler Telescope,Kepler CCD Array,0,3.5224991,0.0474,15.872,1.416,187.5197,0.59,0.27,0.0,1444.88,1680.0,0,0.7191,3.19061,0.09575,6213.0,1.49,1.21,0.605,4.17,3.47,0.65374,18h45m09.15s,281.2881335,+42d27m03.95s,42.4510975,1021.87
Kepler-80 b,Kepler-80,1,6,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,0,7.05246,0.0648,2.67,0.238,6.93,0.0218,1.38,0.0,54.38,547.0,1,0.71,2.3982,0.03487,4540.0,0.68,0.73,-0.77,4.64,2.0,2.33,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.451
Kepler-80 c,Kepler-80,1,6,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,0,9.52355,0.0792,2.74,0.244,6.74,0.02121,1.22,0.0,36.48,495.0,1,0.8,2.3569,0.0349,4540.0,0.68,0.73,-0.77,4.64,2.0,2.33,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.451
Kepler-80 d,Kepler-80,1,6,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,3.07222,0.0372,1.53,0.136,6.75,0.02124,7.04,0.0,164.62,722.0,1,0.66,1.8732,0.021,4540.0,0.68,0.73,-0.77,4.64,2.0,2.33,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.451
Kepler-80 e,Kepler-80,1,6,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,4.64489,0.0491,1.6,0.143,4.13,0.01299,3.75,0.0,94.78,629.0,1,0.71,2.0271,0.02155,4540.0,0.68,0.73,-0.77,4.64,2.0,2.33,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.451
Kepler-80 f,Kepler-80,1,6,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,0.9867873,0.0175,1.21,0.108,1.92,0.00606,5.96,0.0,750.96,1054.0,0,0.026,1.1879,0.01926,4540.0,0.68,0.73,-0.77,4.64,2.0,2.33,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.451
Kepler-800 b,Kepler-800,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,14.13176026,0.1106,2.85,0.254,8.5,0.0267,2.02,0.0,44.87,675.0,0,0.883,3.854,0.03232,5315.0,0.82,0.85,-0.358,4.55,4.68,1.0156,19h06m17.94s,286.5747697,+44d47m42.67s,44.7951858,1019.26
Kepler-801 b,Kepler-801,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,11.41928253,0.0795,2.0,0.178,4.66,0.0147,3.2,0.0,14.44,419.0,0,0.799,3.9867,0.02893,4435.0,0.63,0.67,-0.798,4.66,3.55,1.5102,19h04m18.04s,286.0751815,+44d39m52.66s,44.6646277,440.426
Kepler-802 b,Kepler-802,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,40.0587473,0.2265,3.54,0.316,12.3,0.0386,1.52,0.0,13.51,489.0,0,0.952,5.533,0.03636,5507.0,0.9,0.93,-0.226,4.5,4.68,0.49325,19h04m03.79s,286.0157998,+45d00m27.87s,45.0077413,780.585
Kepler-803 b,Kepler-803,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,50.28638192,0.2678,3.79,0.338,13.8,0.0434,1.39,0.0,20.88,543.0,0,0.1226,6.3668,0.03105,5919.0,1.12,1.05,0.241,4.36,4.9,1.8368,19h56m53.20s,299.2216728,+44d41m38.05s,44.6939033,639.771
Kepler-804 b,Kepler-804,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,14.37457351,0.1137,1.94,0.173,4.42,0.0139,3.33,0.0,83.43,779.0,0,0.035,4.782,0.01689,5817.0,1.05,1.01,0.05,4.4,5.25,1.15872,19h33m29.33s,293.3722109,+44d47m06.65s,44.7851812,649.65
Kepler-804 c,Kepler-804,1,2,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,9.65185017,0.0872,1.14,0.102,1.55,0.00489,5.75,0.0,141.84,890.0,0,0.122,4.457,0.01043,5817.0,1.05,1.01,0.05,4.4,5.25,1.03417,19h33m29.33s,293.3722109,+44d47m06.65s,44.7851812,649.65
Kepler-805 b,Kepler-805,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,30.8638931,0.1978,2.89,0.258,8.7,0.0274,1.98,0.0,86.47,743.0,0,0.0312,8.421,0.0158,6112.0,1.65,1.19,0.541,4.08,4.27,0.34859,19h32m55.20s,293.2300178,+45d03m12.11s,45.053364,638.49
Kepler-806 b,Kepler-806,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,8.09219642,0.0764,1.14,0.102,1.55,0.00489,5.75,0.0,413.6,1089.0,0,0.799,5.455,0.00885,5770.0,1.16,0.99,0.407,4.3,7.76,0.31224,19h44m01.73s,296.0071956,+44d51m12.85s,44.8535698,361.896
Kepler-808 b,Kepler-808,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,0.63133235,0.0116,1.46,0.13,2.73,0.00859,4.82,0.0,726.72,1322.0,0,0.12,1.1076,0.01906,4653.0,0.71,0.76,-0.684,4.62,1.95,4.17487,19h26m22.60s,291.5941514,+48d26m43.77s,48.4454907,321.0
Kepler-809 b,Kepler-809,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,55.63934,0.2901,3.01,0.269,9.32,0.0293,1.88,0.0,13.15,478.0,0,0.5319,7.119,0.02819,5734.0,0.98,0.99,0.001,4.45,4.37,0.88628,19h16m20.07s,289.0836324,+48d01m05.05s,48.0180689,961.405
Kepler-81 b,Kepler-81,1,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,0,5.955,0.0522,2.42,0.216,17.2,0.054,6.67,0.0,39.95,635.0,1,0.81,2.3691,0.03492,4385.0,0.59,0.64,-0.889,4.7,3.63,4.19265,19h34m32.87s,293.6369437,+42d49m29.38s,42.8248275,348.291
Kepler-81 c,Kepler-81,1,3,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,0,12.04,0.08347,2.37,0.211,4.3,0.014,1.77,0.0,15.62,502.0,1,0.85,2.7363,0.03286,4385.0,0.59,0.64,-0.889,4.7,3.63,4.82896,19h34m32.87s,293.6369437,+42d49m29.38s,42.8248275,348.291
Kepler-81 d,Kepler-81,1,3,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,20.837846,0.128,1.21,0.108,1.92,0.00606,5.96,0.0,7.51,418.0,0,0.71,2.57,0.01796,4500.0,0.59,0.65,-0.889,4.7,3.63,11.51428,19h34m32.87s,293.6369437,+42d49m29.38s,42.8248275,348.291
Kepler-810 b,Kepler-810,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,4.59725385,0.055,1.93,0.172,4.38,0.0138,3.35,0.0,350.6,1105.0,0,0.3034,2.823,0.01665,5803.0,1.04,1.03,-0.032,4.42,4.17,1.65508,19h46m27.57s,296.6148615,+48d04m57.23s,48.0825642,1458.59
Kepler-811 b,Kepler-811,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,23.58447697,0.1583,2.7,0.241,7.75,0.0244,2.16,0.0,78.59,730.0,0,0.859,5.464,0.02026,5747.0,1.24,1.01,0.323,4.25,7.94,0.62326,19h01m41.80s,285.4241593,+47d50m04.41s,47.8345586,985.041
Kepler-812 b,Kepler-812,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,10.11716531,0.1024,3.55,0.317,12.3,0.0388,1.51,0.0,421.92,1163.0,0,0.848,4.939,0.01863,6761.0,1.71,1.45,0.752,4.13,1.66,0.77147,19h15m25.27s,288.8552821,+48d12m30.66s,48.208517,1482.74
Kepler-813 b,Kepler-813,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,19.12947337,0.1439,2.14,0.191,5.22,0.0164,2.93,0.0,56.04,817.0,0,0.5396,3.757,0.02145,5743.0,0.93,0.95,-0.071,4.48,3.98,1.98618,19h02m39.04s,285.6626752,+48d26m07.17s,48.4353251,840.0
Kepler-814 b,Kepler-814,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,6.1469851,0.0695,2.12,0.189,5.14,0.0162,2.96,0.0,935.12,1164.0,0,0.083,3.392,0.01582,6162.0,1.22,1.15,0.669,4.33,3.02,1.47416,18h59m38.53s,284.9105256,+48d25m53.72s,48.4315896,2055.77
Kepler-815 b,Kepler-815,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,8.57503552,0.0888,4.11,0.367,15.8,0.0498,1.25,0.0,979.14,1374.0,0,0.351,8.545,0.01142,5028.0,3.42,1.25,0.857,3.46,4.9,0.12089,19h00m53.07s,285.2211238,+47d52m52.69s,47.8813037,1259.28
Kepler-816 b,Kepler-816,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,10.50682565,0.0895,10.24,0.914,74.5,0.234,0.381,0.0,50.56,668.0,0,0.407,3.7432,0.10997,5286.0,0.85,0.9,-0.374,4.54,4.17,2.31041,19h33m27.08s,293.3628165,+39d12m44.78s,39.2124394,983.697
Kepler-817 b,Kepler-817,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,3.99010623,0.0493,9.03,0.806,60.2,0.189,0.449,0.0,550.2,1124.0,0,0.733,2.4269,0.08048,5861.0,1.03,1.03,0.086,4.42,3.55,1.78404,19h44m19.64s,296.0818498,+39d09m41.81s,39.161614,1484.46
Kepler-818 b,Kepler-818,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,10.03538581,0.0886,5.11,0.456,22.9,0.072,0.943,0.0,100.78,786.0,0,0.0282,3.4185,0.05075,5638.0,0.92,0.94,-0.124,4.49,3.98,2.45874,19h44m56.43s,296.2351072,+39d22m13.03s,39.3702865,925.037
Kepler-819 b,Kepler-819,1,1,0,Transit,2016,0.95 m Kepler Telescope,Kepler CCD Array,0,33.1995648,0.1894,2.76,0.246,8.05,0.0253,2.1,0.0,9.91,485.0,0,0.876,5.0135,0.03083,5279.0,0.81,0.86,-0.398,4.55,4.47,2.41873,19h41m29.00s,295.3708312,+39d10m38.25s,39.1772925,664.306
Kepler-82 b,Kepler-82,1,5,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,0,26.44,0.1683,4.07,0.363,12.15,0.03823,0.98,0.0033,19.56,562.0,1,0.641,3.9783,0.04159,5529.0,0.9,0.91,-0.185,4.49,4.68,1.77,19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583,904.326
Kepler-82 c,Kepler-82,1,5,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,0,51.54,0.2626,5.34,0.476,13.9,0.04373,0.494,0.007,8.04,450.0,1,0.0291,6.3994,0.05453,5529.0,0.9,0.91,-0.185,4.49,4.68,1.77,19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583,904.326
Kepler-82 d,Kepler-82,1,5,0,Transit,2014,0.95 m Kepler Telescope,Kepler CCD Array,0,2.382961,0.034,1.77,0.158,3.78,0.0119,3.75,0.0,484.35,1253.0,1,0.05,2.026,0.01748,5428.0,0.95,0.96,-0.185,4.47,4.68,2.3396,19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583,904.326
